URL,volunteer_1,volunteer_2,volunteer_3,volunteer_4,volunteer_5,volunteer_6,Final_label
https://github.com/tensorflow/tensorflow/issues/42004,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/41807,G5,G5,G5,G5,G5,G5,G5
https://github.com/tensorflow/tensorflow/issues/59932,A3,A3,A3,A3,A3,A3,A3
https://github.com/tensorflow/tensorflow/issues/56178,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/49943,A3,A3,A3,A3,A3,A3,A3
https://github.com/tensorflow/tensorflow/issues/57779,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/58748,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/38460,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/59510,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/53763,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/46453,G3,G3,G4,G3,G3,G4,G3
https://github.com/tensorflow/tensorflow/issues/53284,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/61590,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/46648,G4,G4,G4,G5,G4,G5,G4
https://github.com/tensorflow/tensorflow/issues/61095,G5,G5,G5,G5,G5,G5,G5
https://github.com/tensorflow/tensorflow/issues/42364,B3,B3,E1,B3,B3,E1,B3
https://github.com/tensorflow/tensorflow/issues/35547,A3,A3,A3,A3,A3,A3,A3
https://github.com/tensorflow/tensorflow/issues/36462,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/37607,D2,D2,D2,D2,D2,D2,D2
https://github.com/tensorflow/tensorflow/issues/35982,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/38982,B3,B3,B3,B3,B3,B3,B3
https://github.com/tensorflow/tensorflow/issues/39992,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/51746,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/56454,E1,E1,E1,E1,E1,E1,E1
https://github.com/tensorflow/tensorflow/issues/41189,E2,E2,E2,E2,E2,E2,E2
https://github.com/tensorflow/tensorflow/issues/61616,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/45716,E1,E1,E1,E1,E1,E1,E1
https://github.com/tensorflow/tensorflow/issues/39567,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/39712,G5,G5,G5,G5,G5,G5,G5
https://github.com/tensorflow/tensorflow/issues/43555,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/38113,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/41535,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/58700,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/36804,F2,F2,F2,F2,F2,F2,F2
https://github.com/tensorflow/tensorflow/issues/62609,A4,A4,A4,G1,A4,G1,A4
https://github.com/tensorflow/tensorflow/issues/58988,G5,G5,G4,G5,G5,G4,G5
https://github.com/tensorflow/tensorflow/issues/43969,B1,B1,B1,B1,B1,B1,B1
https://github.com/tensorflow/tensorflow/issues/37132,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/55550,F2,F2,F2,F2,F2,F2,F2
https://github.com/tensorflow/tensorflow/issues/50379,B1,B1,B1,B1,B1,B1,B1
https://github.com/tensorflow/tensorflow/issues/50121,A3,A3,A3,A3,A3,A3,A3
https://github.com/tensorflow/tensorflow/issues/59671,G5,G5,G5,G5,G5,G5,G5
https://github.com/tensorflow/tensorflow/issues/57816,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/48699,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/40565,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/36116,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/48449,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/45546,B2,B2,B2,B2,B2,B2,B2
https://github.com/tensorflow/tensorflow/issues/46770,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/56847,F2,F2,F2,F2,F2,F2,F2
https://github.com/tensorflow/tensorflow/issues/46724,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/42111,B3,B3,B3,B3,B3,B3,B3
https://github.com/tensorflow/tensorflow/issues/37545,G4,G4,G4,G5,G5,G4,G4
https://github.com/tensorflow/tensorflow/issues/52986,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/62205,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/52894,B1,B1,B1,B1,B1,B1,B1
https://github.com/tensorflow/tensorflow/issues/56423,A3,C1,G2,C2,C2,C1,C1
https://github.com/tensorflow/tensorflow/issues/42454,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/61126,A4,A4,A4,A4,A4,A4,A4
https://github.com/tensorflow/tensorflow/issues/56529,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/38991,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/60648,G5,G5,G5,G5,G5,G5,G5
https://github.com/tensorflow/tensorflow/issues/52572,A4,A4,A4,A4,A4,A4,A4
https://github.com/tensorflow/tensorflow/issues/36621,F2,F2,F2,F2,F2,F2,F2
https://github.com/tensorflow/tensorflow/issues/48553,C2,C2,G2,C2,G2,C2,C2
https://github.com/tensorflow/tensorflow/issues/48584,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/58053,G5,G5,G5,G5,G5,G5,G5
https://github.com/tensorflow/tensorflow/issues/39305,D1,D1,D1,D1,D1,D1,D1
https://github.com/tensorflow/tensorflow/issues/48888,B1,B1,B1,B1,B1,B1,B1
https://github.com/tensorflow/tensorflow/issues/36766,A4,A4,A4,A4,A4,A4,A4
https://github.com/tensorflow/tensorflow/issues/49469,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/49889,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/49920,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/38369,G5,G5,G5,G5,G5,G5,G5
https://github.com/tensorflow/tensorflow/issues/51417,F2,F2,F2,F2,F2,F2,F2
https://github.com/tensorflow/tensorflow/issues/51043,C1,C1,C1,G5,C1,G5,C1
https://github.com/tensorflow/tensorflow/issues/55973,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/50613,A3,A3,A3,F1,A3,F1,A3
https://github.com/tensorflow/tensorflow/issues/60080,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/57601,B1,B1,B1,B1,B1,B1,B1
https://github.com/tensorflow/tensorflow/issues/60718,E2,E2,E2,E2,E2,E2,E2
https://github.com/tensorflow/tensorflow/issues/44641,G5,G5,G5,G5,G5,G5,G5
https://github.com/tensorflow/tensorflow/issues/59104,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/42053,E2,E2,E2,E2,E2,E2,E2
https://github.com/tensorflow/tensorflow/issues/41212,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/35765,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/41097,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/43107,F1,G4,C1,C2,C2,G4,G4
https://github.com/tensorflow/tensorflow/issues/40973,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/58857,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/58783,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/62666,C2,C2,C2,C1,C1,C2,C2
https://github.com/tensorflow/tensorflow/issues/44185,E2,E2,E2,E2,E2,E2,E2
https://github.com/tensorflow/tensorflow/issues/60041,C2,C2,C1,C2,C1,C2,C2
https://github.com/tensorflow/tensorflow/issues/43621,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/40366,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/45197,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/40395,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/57055,A4,A4,A4,A4,A4,A4,A4
https://github.com/tensorflow/tensorflow/issues/50853,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/53321,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/38889,A4,A4,A4,A4,A4,A4,A4
https://github.com/tensorflow/tensorflow/issues/41737,G4,G4,G3,G4,G3,G4,G4
https://github.com/tensorflow/tensorflow/issues/41760,C2,C2,C1,G3,G3,C1,C2
https://github.com/tensorflow/tensorflow/issues/46128,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/41396,A3,A3,A3,A3,A3,A3,A3
https://github.com/tensorflow/tensorflow/issues/61605,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/60917,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/39052,E1,E1,E1,E1,E1,E1,E1
https://github.com/tensorflow/tensorflow/issues/62035,A1,A1,A1,A1,A1,A1,A1
https://github.com/tensorflow/tensorflow/issues/47263,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/48773,F2,F2,F2,F2,F2,F2,F2
https://github.com/tensorflow/tensorflow/issues/36642,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/48714,D1,D1,D1,D1,D1,D1,D1
https://github.com/tensorflow/tensorflow/issues/48531,C1,C1,C1,G5,C1,G5,C1
https://github.com/tensorflow/tensorflow/issues/43362,G5,G5,G5,G5,G5,G5,G5
https://github.com/tensorflow/tensorflow/issues/43373,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/58431,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/43761,A4,G4,C2,G2,C2,G4,G4
https://github.com/tensorflow/tensorflow/issues/44801,D1,D1,D1,D1,D1,D1,D1
https://github.com/tensorflow/tensorflow/issues/58738,C2,C2,C2,G4,C2,G4,C2
https://github.com/tensorflow/tensorflow/issues/40680,B1,B1,B1,B1,B1,B1,B1
https://github.com/tensorflow/tensorflow/issues/61845,A4,A4,A4,A4,A4,A4,A4
https://github.com/tensorflow/tensorflow/issues/46685,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/38691,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/57528,B1,B1,B1,B1,B1,B1,B1
https://github.com/tensorflow/tensorflow/issues/60060,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/38230,B3,B3,E1,B3,B3,E1,B3
https://github.com/tensorflow/tensorflow/issues/56818,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/54448,A4,A4,A4,C1,C1,A4,A4
https://github.com/tensorflow/tensorflow/issues/60608,A4,A4,A4,G2,G2,A4,A4
https://github.com/tensorflow/tensorflow/issues/56998,F2,F2,F2,F2,F2,F2,F2
https://github.com/tensorflow/tensorflow/issues/56457,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/37779,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/59855,A1,A1,A1,A1,A1,A1,A1
https://github.com/tensorflow/tensorflow/issues/56997,G3,C2,C1,G4,G3,C1,G3
https://github.com/tensorflow/tensorflow/issues/53713,F1,F1,F2,G4,F1,G4,F1
https://github.com/tensorflow/tensorflow/issues/38309,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/60285,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/43449,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/42410,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/36424,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/56434,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/51877,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/55814,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/50859,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/44844,F2,F2,F2,F2,F2,F2,F2
https://github.com/tensorflow/tensorflow/issues/62587,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/57798,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/56861,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/48903,B1,B1,B1,B1,B1,B1,B1
https://github.com/tensorflow/tensorflow/issues/60078,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/61324,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/59984,A4,A4,A4,A4,A4,A4,A4
https://github.com/tensorflow/tensorflow/issues/59438,A4,A4,A4,A4,A4,A4,A4
https://github.com/tensorflow/tensorflow/issues/50040,F1,F1,F1,F1,F1,F1,F1
https://github.com/tensorflow/tensorflow/issues/46871,C2,C2,C2,G4,G4,C2,C2
https://github.com/tensorflow/tensorflow/issues/40176,G2,G4,G4,G5,G2,G4,G4
https://github.com/tensorflow/tensorflow/issues/57549,C2,C1,C1,C1,C1,C2,C1
https://github.com/tensorflow/tensorflow/issues/44516,C1,C2,C2,C2,C2,C1,C2
https://github.com/tensorflow/tensorflow/issues/44339,G2,G2,G2,G2,G2,G2,G2
https://github.com/tensorflow/tensorflow/issues/47660,A3,A3,A3,A3,A3,A3,A3
https://github.com/tensorflow/tensorflow/issues/59084,G5,G5,G5,G5,G5,G5,G5
https://github.com/tensorflow/tensorflow/issues/59067,F2,F2,F2,F2,F2,F2,F2
https://github.com/tensorflow/tensorflow/issues/39818,C2,C2,C2,C2,C2,C2,C2
https://github.com/tensorflow/tensorflow/issues/56795,G1,G1,G1,G1,G1,G1,G1
https://github.com/tensorflow/tensorflow/issues/57696,A4,A4,A4,A4,A4,A4,A4
https://github.com/tensorflow/tensorflow/issues/60326,A3,A3,A3,A3,A3,A3,A3
https://github.com/tensorflow/tensorflow/issues/38539,C1,C1,C1,C1,C1,C1,C1
https://github.com/tensorflow/tensorflow/issues/36953,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/60437,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/42417,G4,G4,G4,G4,G4,G4,G4
https://github.com/tensorflow/tensorflow/issues/58835,G3,G3,G3,G3,G3,G3,G3
https://github.com/tensorflow/tensorflow/issues/61293,A4,A4,C1,A4,C1,A4,A4
